date,yoy_ma50
2019-08-19,
2019-08-20,
2019-08-21,
2019-08-22,
2019-08-23,
2019-08-24,
2019-08-25,
2019-08-26,
2019-08-27,
2019-08-28,
2019-08-29,
2019-08-30,
2019-08-31,
2019-09-01,
2019-09-02,
2019-09-03,
2019-09-04,
2019-09-05,
2019-09-06,
2019-09-07,
2019-09-08,
2019-09-09,
2019-09-10,
2019-09-11,
2019-09-12,
2019-09-13,
2019-09-14,
2019-09-15,
2019-09-16,
2019-09-17,
2019-09-18,
2019-09-19,
2019-09-20,
2019-09-21,
2019-09-22,
2019-09-23,
2019-09-24,
2019-09-25,
2019-09-26,
2019-09-27,
2019-09-28,
2019-09-29,
2019-09-30,
2019-10-01,
2019-10-02,
2019-10-03,
2019-10-04,
2019-10-05,
2019-10-06,
2019-10-07,
2019-10-08,
2019-10-09,
2019-10-10,
2019-10-11,
2019-10-12,
2019-10-13,
2019-10-14,
2019-10-15,
2019-10-16,
2019-10-17,
2019-10-18,
2019-10-19,
2019-10-20,
2019-10-21,
2019-10-22,
2019-10-23,
2019-10-24,
2019-10-25,
2019-10-26,
2019-10-27,
2019-10-28,
2019-10-29,
2019-10-30,
2019-10-31,
2019-11-01,
2019-11-02,
2019-11-03,
2019-11-04,
2019-11-05,
2019-11-06,
2019-11-07,
2019-11-08,
2019-11-09,
2019-11-10,
2019-11-11,
2019-11-12,
2019-11-13,
2019-11-14,
2019-11-15,
2019-11-16,
2019-11-17,
2019-11-18,
2019-11-19,
2019-11-20,
2019-11-21,
2019-11-22,
2019-11-23,
2019-11-24,
2019-11-25,
2019-11-26,
2019-11-27,
2019-11-28,
2019-11-29,
2019-11-30,
2019-12-01,
2019-12-02,
2019-12-03,
2019-12-04,
2019-12-05,
2019-12-06,
2019-12-07,
2019-12-08,
2019-12-09,
2019-12-10,
2019-12-11,
2019-12-12,
2019-12-13,
2019-12-14,
2019-12-15,
2019-12-16,
2019-12-17,
2019-12-18,
2019-12-19,
2019-12-20,
2019-12-21,
2019-12-22,
2019-12-23,
2019-12-24,
2019-12-25,
2019-12-26,
2019-12-27,
2019-12-28,
2019-12-29,
2019-12-30,
2019-12-31,
2020-01-01,
2020-01-02,
2020-01-03,
2020-01-04,
2020-01-05,
2020-01-06,
2020-01-07,
2020-01-08,
2020-01-09,
2020-01-10,
2020-01-11,
2020-01-12,
2020-01-13,
2020-01-14,
2020-01-15,
2020-01-16,
2020-01-17,
2020-01-18,
2020-01-19,
2020-01-20,
2020-01-21,
2020-01-22,
2020-01-23,
2020-01-24,
2020-01-25,
2020-01-26,
2020-01-27,
2020-01-28,
2020-01-29,
2020-01-30,
2020-01-31,
2020-02-01,
2020-02-02,
2020-02-03,
2020-02-04,
2020-02-05,
2020-02-06,
2020-02-07,
2020-02-08,
2020-02-09,
2020-02-10,
2020-02-11,
2020-02-12,
2020-02-13,
2020-02-14,
2020-02-15,
2020-02-16,
2020-02-17,
2020-02-18,
2020-02-19,
2020-02-20,
2020-02-21,
2020-02-22,
2020-02-23,
2020-02-24,
2020-02-25,
2020-02-26,
2020-02-27,
2020-02-28,
2020-02-29,
2020-03-01,
2020-03-02,
2020-03-03,
2020-03-04,
2020-03-05,
2020-03-06,
2020-03-07,
2020-03-08,
2020-03-09,
2020-03-10,
2020-03-11,
2020-03-12,
2020-03-13,
2020-03-14,
2020-03-15,
2020-03-16,
2020-03-17,
2020-03-18,
2020-03-19,
2020-03-20,
2020-03-21,
2020-03-22,
2020-03-23,
2020-03-24,
2020-03-25,
2020-03-26,
2020-03-27,
2020-03-28,
2020-03-29,
2020-03-30,
2020-03-31,
2020-04-01,
2020-04-02,
2020-04-03,
2020-04-04,
2020-04-05,
2020-04-06,
2020-04-07,
2020-04-08,
2020-04-09,
2020-04-10,
2020-04-11,
2020-04-12,
2020-04-13,
2020-04-14,
2020-04-15,
2020-04-16,
2020-04-17,
2020-04-18,
2020-04-19,
2020-04-20,
2020-04-21,
2020-04-22,
2020-04-23,
2020-04-24,
2020-04-25,
2020-04-26,
2020-04-27,
2020-04-28,
2020-04-29,
2020-04-30,
2020-05-01,
2020-05-02,
2020-05-03,
2020-05-04,
2020-05-05,
2020-05-06,
2020-05-07,
2020-05-08,
2020-05-09,
2020-05-10,
2020-05-11,
2020-05-12,
2020-05-13,
2020-05-14,
2020-05-15,
2020-05-16,
2020-05-17,
2020-05-18,
2020-05-19,
2020-05-20,
2020-05-21,
2020-05-22,
2020-05-23,
2020-05-24,
2020-05-25,
2020-05-26,
2020-05-27,
2020-05-28,
2020-05-29,
2020-05-30,
2020-05-31,
2020-06-01,
2020-06-02,
2020-06-03,
2020-06-04,
2020-06-05,
2020-06-06,
2020-06-07,
2020-06-08,
2020-06-09,
2020-06-10,
2020-06-11,
2020-06-12,
2020-06-13,
2020-06-14,
2020-06-15,
2020-06-16,
2020-06-17,
2020-06-18,
2020-06-19,
2020-06-20,
2020-06-21,
2020-06-22,
2020-06-23,
2020-06-24,
2020-06-25,
2020-06-26,
2020-06-27,
2020-06-28,
2020-06-29,
2020-06-30,
2020-07-01,
2020-07-02,
2020-07-03,
2020-07-04,
2020-07-05,
2020-07-06,
2020-07-07,
2020-07-08,
2020-07-09,
2020-07-10,
2020-07-11,
2020-07-12,
2020-07-13,
2020-07-14,
2020-07-15,
2020-07-16,
2020-07-17,
2020-07-18,
2020-07-19,
2020-07-20,
2020-07-21,
2020-07-22,
2020-07-23,
2020-07-24,
2020-07-25,
2020-07-26,
2020-07-27,
2020-07-28,
2020-07-29,
2020-07-30,
2020-07-31,
2020-08-01,
2020-08-02,
2020-08-03,
2020-08-04,
2020-08-05,
2020-08-06,
2020-08-07,
2020-08-08,
2020-08-09,
2020-08-10,
2020-08-11,
2020-08-12,
2020-08-13,
2020-08-14,
2020-08-15,
2020-08-16,
2020-08-17,
2020-08-18,4716.6
2020-08-19,4696.6
2020-08-20,4673.3
2020-08-21,4609.1
2020-08-22,4570.6
2020-08-23,4544.9
2020-08-24,4542.3
2020-08-25,4549.1
2020-08-26,4539.9
2020-08-27,4526.6
2020-08-28,4525.7
2020-08-29,4524.9
2020-08-30,4524.3
2020-08-31,4518.0
2020-09-01,4497.3
2020-09-02,4472.8
2020-09-03,4456.0
2020-09-04,4443.8
2020-09-05,4430.8
2020-09-06,4419.1
2020-09-07,4409.5
2020-09-08,4399.8
2020-09-09,4391.8
2020-09-10,4384.1
2020-09-11,4376.6
2020-09-12,4371.2
2020-09-13,4366.2
2020-09-14,4360.9
2020-09-15,4374.9
2020-09-16,4383.9
2020-09-17,4385.0
2020-09-18,4388.5
2020-09-19,4388.1
2020-09-20,4387.8
2020-09-21,4385.2
2020-09-22,4389.7
2020-09-23,4395.0
2020-09-24,4400.5
2020-09-25,4404.8
2020-09-26,4409.1
2020-09-27,4413.7
2020-09-28,4419.0
2020-09-29,4422.2
2020-09-30,4424.1
2020-10-01,4425.9
2020-10-02,4426.4
2020-10-03,4428.5
2020-10-04,4430.6
2020-10-05,4432.5
2020-10-06,4433.0
2020-10-07,4426.6
2020-10-08,4419.0
2020-10-09,4411.0
2020-10-10,4407.8
2020-10-11,4404.2
2020-10-12,4399.8
2020-10-13,4391.2
2020-10-14,4380.2
2020-10-15,4378.8
2020-10-16,4375.6
2020-10-17,4369.6
2020-10-18,4363.6
2020-10-19,4358.6
2020-10-20,4355.6
2020-10-21,4358.8
2020-10-22,4360.0
2020-10-23,4358.8
2020-10-24,4356.6
2020-10-25,4355.2
2020-10-26,4352.8
2020-10-27,4351.6
2020-10-28,4351.6
2020-10-29,4357.0
2020-10-30,4364.4
2020-10-31,4372.6
2020-11-01,4380.0
2020-11-02,4388.4
2020-11-03,4397.6
2020-11-04,4387.8
2020-11-05,4370.2
2020-11-06,4355.2
2020-11-07,4338.6
2020-11-08,4324.4
2020-11-09,4309.2
2020-11-10,4295.6
2020-11-11,4277.6
2020-11-12,4260.6
2020-11-13,4246.4
2020-11-14,4229.0
2020-11-15,4207.4
2020-11-16,4201.4
2020-11-17,4189.6
2020-11-18,4178.4
2020-11-19,4167.2
2020-11-20,4154.4
2020-11-21,4142.8
2020-11-22,4129.6
2020-11-23,4117.2
2020-11-24,4108.8
2020-11-25,4102.2
2020-11-26,4097.0
2020-11-27,4094.6
2020-11-28,4093.6
2020-11-29,4092.0
2020-11-30,4097.0
2020-12-01,4101.8
2020-12-02,4106.4
2020-12-03,4110.6
2020-12-04,4105.6
2020-12-05,4097.6
2020-12-06,4084.2
2020-12-07,4068.8
2020-12-08,4053.2
2020-12-09,4037.4
2020-12-10,4020.0
2020-12-11,4006.6
2020-12-12,3994.0
2020-12-13,3981.4
2020-12-14,3968.2
2020-12-15,3968.0
2020-12-16,3960.0
2020-12-17,3947.2
2020-12-18,3923.0
2020-12-19,3894.0
2020-12-20,3864.4
2020-12-21,3836.6
2020-12-22,3809.2
2020-12-23,3783.4
2020-12-24,3767.2
2020-12-25,3762.4
2020-12-26,3759.6
2020-12-27,3756.8
2020-12-28,3754.2
2020-12-29,3752.8
2020-12-30,3752.0
2020-12-31,3755.2
2021-01-01,3760.8
2021-01-02,3766.2
2021-01-03,3775.6
2021-01-04,3787.0
2021-01-05,3780.8
2021-01-06,3777.0
2021-01-07,3772.0
2021-01-08,3768.1
2021-01-09,3765.8
2021-01-10,3763.5
2021-01-11,3760.9
2021-01-12,3757.4
2021-01-13,3749.7
2021-01-14,3733.5
2021-01-15,3715.0
2021-01-16,3691.8
2021-01-17,3668.5
2021-01-18,3641.1
2021-01-19,3604.1
2021-01-20,3571.6
2021-01-21,3545.7
2021-01-22,3516.4
2021-01-23,3484.4
2021-01-24,3458.5
2021-01-25,3438.6
2021-01-26,3419.1
2021-01-27,3396.8
2021-01-28,3373.2
2021-01-29,3357.7
2021-01-30,3346.2
2021-01-31,3334.6
2021-02-01,3329.0
2021-02-02,3306.6
2021-02-03,3262.6
2021-02-04,3225.4
2021-02-05,3192.2
2021-02-06,3164.6
2021-02-07,3140.9
2021-02-08,3117.5
2021-02-09,3091.7
2021-02-10,3068.5
2021-02-11,3043.3
2021-02-12,3016.4
2021-02-13,2988.4
2021-02-14,2960.4
2021-02-15,2930.2
2021-02-16,2912.8
2021-02-17,2895.1
2021-02-18,2879.3
2021-02-19,2857.3
2021-02-20,2831.3
2021-02-21,2801.3
2021-02-22,2771.4
2021-02-23,2749.8
2021-02-24,2730.0
2021-02-25,2712.8
2021-02-26,2697.8
2021-02-27,2682.4
2021-02-28,2667.1
2021-03-01,2651.8
2021-03-02,2636.8
2021-03-03,2621.8
2021-03-04,2606.9
2021-03-05,2599.9
2021-03-06,2595.0
2021-03-07,2594.0
2021-03-08,2593.1
2021-03-09,2596.2
2021-03-10,2602.8
2021-03-11,2605.9
2021-03-12,2604.6
2021-03-13,2608.1
2021-03-14,2616.4
2021-03-15,2626.7
2021-03-16,2633.0
2021-03-17,2640.9
2021-03-18,2650.8
2021-03-19,2661.7
2021-03-20,2664.6
2021-03-21,2663.5
2021-03-22,2662.4
2021-03-23,2655.4
2021-03-24,2665.8
2021-03-25,2685.8
2021-03-26,2705.2
2021-03-27,2724.6
2021-03-28,2744.0
2021-03-29,2762.4
2021-03-30,2779.6
2021-03-31,2797.0
2021-04-01,2810.4
2021-04-02,2823.8
2021-04-03,2837.2
2021-04-04,2850.6
2021-04-05,2863.8
2021-04-06,2880.2
2021-04-07,2884.0
2021-04-08,2887.8
2021-04-09,2889.2
2021-04-10,2892.2
2021-04-11,2895.0
2021-04-12,2899.0
2021-04-13,2902.8
2021-04-14,2900.4
2021-04-15,2892.8
2021-04-16,2885.2
2021-04-17,2877.6
2021-04-18,2870.2
2021-04-19,2862.8
2021-04-20,2855.4
2021-04-21,2848.0
2021-04-22,2840.6
2021-04-23,2833.4
2021-04-24,2824.2
2021-04-25,2815.1
2021-04-26,2806.1
2021-04-27,2797.0
2021-04-28,2788.0
2021-04-29,2778.9
2021-04-30,2769.9
2021-05-01,2760.8
2021-05-02,2751.6
2021-05-03,2742.2
2021-05-04,2730.5
2021-05-05,2722.7
2021-05-06,2714.8
2021-05-07,2707.0
2021-05-08,2699.3
2021-05-09,2691.7
2021-05-10,2684.3
2021-05-11,2677.0
2021-05-12,2670.0
2021-05-13,2662.9
2021-05-14,2655.9
2021-05-15,2648.6
2021-05-16,2641.4
2021-05-17,2636.1
2021-05-18,2630.9
2021-05-19,2626.7
2021-05-20,2622.8
2021-05-21,2619.0
2021-05-22,2615.1
2021-05-23,2611.3
2021-05-24,2607.4
2021-05-25,2603.8
2021-05-26,2598.9
2021-05-27,2591.3
2021-05-28,2578.9
2021-05-29,2560.4
2021-05-30,2542.0
2021-05-31,2523.5
2021-06-01,2504.9
2021-06-02,2486.4
2021-06-03,2470.4
2021-06-04,2462.8
2021-06-05,2458.1
2021-06-06,2453.5
2021-06-07,2448.8
2021-06-08,2441.8
2021-06-09,2433.5
2021-06-10,2424.1
2021-06-11,2414.4
2021-06-12,2405.8
2021-06-13,2399.4
2021-06-14,2392.6
2021-06-15,2384.2
2021-06-16,2377.0
2021-06-17,2371.0
2021-06-18,2364.2
2021-06-19,2355.8
2021-06-20,2347.4
2021-06-21,2339.4
2021-06-22,2329.2
2021-06-23,2315.2
2021-06-24,2298.2
2021-06-25,2282.6
2021-06-26,2268.4
2021-06-27,2254.0
2021-06-28,2238.0
2021-06-29,2223.0
2021-06-30,2210.0
2021-07-01,2200.0
2021-07-02,2191.0
2021-07-03,2184.2
2021-07-04,2177.6
2021-07-05,2172.6
2021-07-06,2166.8
2021-07-07,2162.8
2021-07-08,2158.8
2021-07-09,2154.8
2021-07-10,2150.8
2021-07-11,2146.8
2021-07-12,2142.8
2021-07-13,2137.8
2021-07-14,2132.2
2021-07-15,2112.8
2021-07-16,2094.8
2021-07-17,2077.6
2021-07-18,2066.4
2021-07-19,2055.2
2021-07-20,2043.0
